"","rad_dada2_accession_all","Freq"
"50894","CV_RS15180",0
"50895","CV_RS17385",0
"50896","CV_RS19465",0
"50897","CV_RS20280",0
"50898","CIG75_RS00185",0
"50899","CIG75_RS06060",0
"50900","CIG75_RS06110",0
"50901","CIG75_RS06235",0
"50902","CIG75_RS13100",0
"50903","CIG75_RS13120",0
"50904","CIG75_RS13140",0
"50905","CIG75_RS13155",0
"50906","CIG75_RS13260",0
"50907","CIG75_RS14995",0
"50908","CIG75_RS15010",0
"50909","CIG75_RS15080",0
"50910","CIG75_RS18195",0
"50911","CIG75_RS18225",0
"50912","CIG75_RS18255",0
"50913","CIG75_RS18280",0
"50914","CIG75_RS18315",0
"50915","CIG75_RS18360",0
"50916","CIG75_RS18415",0
"50917","CIG75_RS18440",0
"50918","CIG75_RS19325",0
"50919","CIG75_RS19395",0
"50920","CIG75_RS19490",0
"50921","CIG75_RS19920",0
"50922","CIG75_RS19940",0
"50923","CIG75_RS19990",0
"50924","CIG75_RS20060",0
"50925","GWK15_RS25460",0
"50926","NBH21_RS20600",0
"50927","NBH21_RS21540",0
"50928","XCEL_RS00885",0
"50929","XCEL_RS06715",0
"50930","XCEL_RS12060",0
"50931","OTR29_RS04300",0
"50932","ABD692_RS20885",0
"50933","FFV09_RS03930",0
"50934","FFV09_RS06915",0
"50935","FFV09_RS07505",0
"50936","FFV09_RS07910",0
"50937","FFV09_RS10670",0
"50938","FFV09_RS10940",0
"50939","FFV09_RS11165",0
"50940","FFV09_RS14155",0
"50941","FFV09_RS15890",0
"50942","FFV09_RS20065",0
"50943","HK353_RS16690",0
"50944","JOC48_RS06675",0
"50945","JOC48_RS07560",0
"50946","JOC48_RS10130",0
"50947","JOC48_RS21155",0
"50948","J2746_RS14565",0
"50949","GSF01_RS13395",0
"50950","GSF01_RS14695",0
"50951","GSF01_RS15435",0
"50952","GSF01_RS23025",0
"50953","GSF01_RS24500",0
"50954","GSF01_RS25055",0
"50955","GSF01_RS25670",0
"50956","GSF01_RS04635",0
"50957","GSF01_RS27860",0
"50958","GSF01_RS29130",0
"50959","GSF01_RS29170",0
"50960","GSF01_RS29205",0
"50961","D3P12_RS01320",0
"50962","D3P12_RS01635",0
"50963","ACE1C5_RS01070",0
"50964","ACE1C5_RS07315",0
"50965","ACE1C5_RS08945",0
"50966","ACE1C5_RS09705",0
"50967","IC609_RS12695",0
"50968","GGR08_RS07140",0
"50969","HQ843_RS01400",0
"50970","HQ843_RS04815",0
"50971","D1224_RS03420",0
"50972","DM447_RS00195",0
"50973","DM447_RS00595",0
"50974","DM447_RS00655",0
"50975","DM447_RS01065",0
"50976","DM447_RS02440",0
"50977","DM447_RS03770",0
"50978","DM447_RS05270",0
"50979","DM447_RS05465",0
"50980","DM447_RS13310",0
"50981","EHSB41UT_RS24290",0
"50982","EHSB41UT_RS24195",0
"50983","EHSB41UT_RS06390",0
"50984","EHSB41UT_RS03330",0
"50985","EHSB41UT_RS09155",0
"50986","EHSB41UT_RS11410",0
"50987","EHSB41UT_RS24050",0
"50988","EHSB41UT_RS24135",0
"50989","BLW35_RS29765",0
"50990","BLW35_RS07950",0
"50991","BLW35_RS10580",0
"50992","BLW35_RS11215",0
"50993","BLW35_RS12395",0
"50994","BLW35_RS17790",0
"50995","BLW35_RS01535",0
"50996","ABD154_RS17935",0
"50997","AMC88_RS00315",0
"50998","AMC88_RS17580",0
"50999","AMC88_RS19350",0
"51000","MAMMFC1_RS05915",0
"51001","MAMMFC1_RS07485",0
"51002","MAMMFC1_RS09755",0
"51003","MAMMFC1_RS20950",0
"51004","SD460_RS00005",0
"51005","SD460_RS17955",0
"51006","SD460_RS33185",0
"51007","SD460_RS39335",0
"51008","AB4K19_RS18755",0
"51009","ACPDZI_RS00005",0
"51010","ACPDZI_RS00265",0
"51011","ACPDZI_RS00975",0
"51012","ACPDZI_RS03425",0
"51013","ACPDZI_RS04020",0
"51014","ACPDZI_RS17495",0
"51015","ACPDZI_RS19880",0
"51016","ACPDZI_RS20250",0
"51017","ACPDZI_RS21445",0
"51018","ACPDZI_RS22045",0
"51019","MD221_RS08270",0
"51020","BKG76_RS02895",0
"51021","LFTS_RS01880",0
"51022","LFTS_RS02240",0
"51023","FDP08_RS20220",0
"51024","FDP08_RS20235",0
"51025","FDP08_RS20250",0
"51026","J4E70_RS19120",0
"51027","BUC31_RS19840",0
"51028","BUC31_RS19760",0
"51029","JP39_RS02845",0
"51030","JP39_RS07760",0
"51031","JP39_RS10495",0
"51032","JP39_RS11695",0
"51033","DXZ79_RS00095",0
"51034","DXZ79_RS00745",0
"51035","DXZ79_RS01470",0
"51036","DXZ79_RS04780",0
"51037","DXZ79_RS15450",0
"51038","DXZ79_RS18620",0
"51039","DXZ79_RS18820",0
"51040","ATHSA_RS02610",0
"51041","ATHSA_RS09595",0
"51042","Pma05_RS41920",0
"51043","HPDFL43_RS02505",0
"51044","HPDFL43_RS19205",0
"51045","QMG90_RS01840",0
"51046","QMG90_RS06280",0
"51047","QMG90_RS17225",0
"51048","QMG90_RS20660",0
"51049","QMG90_RS20865",0
"51050","QMG90_RS21310",0
"51051","QMG90_RS21865",0
"51052","G6N83_RS01760",0
"51053","G6N83_RS09395",0
"51054","IE173_RS05050",0
"51055","PQV96_RS01440",0
"51056","PQV96_RS03215",0
"51057","PQV96_RS05260",0
"51058","PQV96_RS10170",0
"51059","E2321_RS14245",0
"51060","E2321_RS00005",0
"51061","E2321_RS22740",0
"51062","G7066_RS04220",0
"51063","G7066_RS05900",0
"51064","FEN17_RS27060",0
"51065","FEN17_RS26965",0
"51066","FEN17_RS27165",0
"51067","DPV69_RS10000",0
"51068","AACL30_RS00510",0
"51069","AACL30_RS08480",0
"51070","AACL30_RS09705",0
"51071","AACL30_RS15520",0
"51072","EDC42_RS03660",0
"51073","EDC42_RS09365",0
"51074","EDC42_RS09375",0
"51075","ACFQ4G_RS21740",0
"51076","QRZ63_RS00005",0
"51077","QRZ63_RS00615",0
"51078","QRZ63_RS00835",0
"51079","QRZ63_RS01535",0
"51080","QRZ63_RS03990",0
"51081","QRZ63_RS16615",0
"51082","QRZ63_RS20430",0
"51083","QRZ63_RS22700",0
"51084","BLR34_RS03485",0
"51085","BLR34_RS12270",0
"51086","EXC42_RS00790",0
"51087","GA0070617_RS12630",0
"51088","GA0070617_RS23170",0
"51089","GA0070617_RS28320",0
"51090","RHOM_RS00130",0
"51091","RHOM_RS02805",0
"51092","RHOM_RS04690",0
"51093","RHOM_RS13920",0
"51094","ACZ42E_RS01905",0
"51095","ACZ42E_RS04035",0
"51096","ACZ42E_RS11000",0
"51097","AWM76_RS00105",0
"51098","AWM76_RS00130",0
"51099","AWM76_RS01665",0
"51100","AWM76_RS01680",0
"51101","AWM76_RS01695",0
"51102","AWM76_RS02720",0
"51103","AWM76_RS04010",0
"51104","CWI70_RS12375",0
"51105","BZF59_RS05715",0
"51106","J3492_RS12980",0
"51107","WGH93_RS13015",0
"51108","HMPREF0721_RS11155",0
"51109","HMPREF0721_RS11340",0
"51110","MgSA37_RS01935",0
"51111","MgSA37_RS20805",0
"51112","ASC39_RS00005",0
"51113","ASC39_RS06495",0
"51114","ASC39_RS08935",0
"51115","ASC39_RS10730",0
"51116","ASC39_RS12020",0
"51117","ASC39_RS12850",0
"51118","ASC39_RS13320",0
"51119","PHACT_RS12220",0
"51120","PHACT_RS14185",0
"51121","PHACT_RS15890",0
"51122","PHACT_RS15895",0
"51123","E0E16_RS07385",0
"51124","E0E16_RS10830",0
"51125","IHE33_RS01215",0
"51126","IHE33_RS02175",0
"51127","IHE33_RS04775",0
"51128","CEQ30_RS12050",0
"51129","CEQ30_RS19160",0
"51130","CEQ30_RS23040",0
"51131","TPCCA_RS01115",0
"51132","TPCCA_RS01335",0
"51133","ADS79_RS30545",0
"51134","ADS79_RS09380",0
"51135","FQU82_RS00365",0
"51136","FQU82_RS01425",0
"51137","FQU82_RS03530",0
"51138","FQU82_RS16670",0
"51139","FQU82_RS16835",0
"51140","FQU82_RS19115",0
"51141","IEW82_RS12510",0
"51142","ACDC66_RS00860",0
"51143","LOR49_RS07500",0
"51144","LOR49_RS17340",0
"51145","ABDK00_RS04375",0
"51146","ABDK00_RS05960",0
"51147","DJ568_RS17010",0
"51148","DHAF_RS00840",0
"51149","DHAF_RS01265",0
"51150","DHAF_RS13150",0
"51151","DHAF_RS15800",0
"51152","DHAF_RS18180",0
"51153","BMY43_RS08265",0
"51154","BMY43_RS09610",0
"51155","BMY43_RS15710",0
"51156","BMY43_RS15600",0
"51157","BMY43_RS16210",0
"51158","BMY43_RS16630",0
"51159","IE103_RS18270",0
"51160","IE103_RS18290",0
"51161","DKT68_RS01560",0
"51162","DKT68_RS31345",0
"51163","DKT68_RS13165",0
"51164","FLL47_RS42420",0
"51165","H074_RS00080",0
"51166","ACRWK8_RS26550",0
"51167","D3P13_RS21545",0
"51168","PL9631_RS25650",0
"51169","PL9631_RS25445",0
"51170","PL9631_RS21460",0
"51171","PL9631_RS23405",0
"51172","PL9631_RS13430",0
"51173","PL9631_RS25930",0
"51174","PL9631_RS07285",0
"51175","CEF10_RS11595",0
"51176","ALVIN_RS00545",0
"51177","ALVIN_RS08765",0
"51178","ALVIN_RS12845",0
"51179","Cch01nite_RS22390",0
"51180","LYSCAS_RS07145",0
"51181","LYSCAS_RS08630",0
"51182","DFR75_RS33075",0
"51183","ABLE94_RS26290",0
"51184","ABLE94_RS26305",0
"51185","EZ456_RS24775",0
"51186","EV650_RS31265",0
"51187","EV650_RS40175",0
"51188","DICTH_RS02945",0
"51189","DICTH_RS05345",0
"51190","BMX67_RS04610",0
"51191","BMX67_RS19225",0
"51192","DT074_RS27390",0
"51193","ON34_RS05485",0
"51194","JWJ90_RS22610",0
"51195","JWJ90_RS11270",0
"51196","JWJ90_RS15230",0
"51197","JWJ90_RS18430",0
"51198","M0G41_RS18505",0
"51199","VP97_RS12345",0
"51200","VP97_RS17110",0
"51201","VP97_RS18320",0
"51202","VP97_RS18655",0
"51203","VP97_RS21095",0
"51204","T352_RS0105055",0
"51205","T352_RS0105620",0
"51206","T352_RS0105865",0
"51207","ERL59_RS19000",0
"51208","ERL59_RS20550",0
"51209","MSNKSG1_RS00005",0
"51210","Q7A36_RS39730",0
"51211","EYS42_RS09895",0
"51212","JJI54_RS31685",0
"51213","BO1_RS47855",0
"51214","EI74_RS01445",0
"51215","KDW03_RS04510",0
"51216","KDW03_RS07240",0
"51217","F1611_RS09560",0
"51218","F1611_RS11085",0
"51219","F1611_RS11780",0
"51220","F1611_RS13475",0
"51221","F1611_RS19105",0
"51222","N2590_RS00490",0
"51223","BMZ32_RS19260",0
"51224","A5886_RS00010",0
"51225","A5886_RS11290",0
"51226","V757_RS16645",0
"51227","V757_RS17860",0
"51228","V757_RS28875",0
"51229","ACP99_RS18145",0
"51230","ACFOZY_RS09020",0
"51231","ACFOZY_RS12950",0
"51232","ACFOZY_RS16090",0
"51233","BUB09_RS03270",0
"51234","BUB09_RS16065",0
"51235","H1P_RS31235",0
"51236","AAA970_RS27310",0
"51237","AAA970_RS27335",0
"51238","AAA970_RS27350",0
"51239","UXQ13_RS23515",0
"51240","K8P02_RS05705",0
"51241","K8P02_RS13090",0
"51242","K8P02_RS14150",0
"51243","K8P02_RS15310",0
"51244","K8P02_RS15525",0
"51245","NKI27_RS04510",0
"51246","NKI27_RS12570",0
"51247","NKI27_RS16230",0
"51248","NKI27_RS17200",0
"51249","NKI27_RS17690",0
"51250","AAGD55_RS05695",0
"51251","ACYU7Z_RS16415",0
"51252","ACYU7Z_RS16455",0
"51253","CCR96_RS22535",0
"51254","DR020_RS11195",0
"51255","DR020_RS11605",0
"51256","DR020_RS02445",0
"51257","DR020_RS02660",0
"51258","DR020_RS03550",0
"51259","DR020_RS03615",0
"51260","DR020_RS03930",0
"51261","DR020_RS04010",0
"51262","DR020_RS04080",0
"51263","DR020_RS05135",0
"51264","DR020_RS06620",0
"51265","F552_RS0100060",0
"51266","ISG32_RS27320",0
"51267","NF859_RS08140",0
"51268","O0550_RS19105",0
"51269","O0550_RS21920",0
"51270","O0550_RS07130",0
"51271","O0550_RS23980",0
"51272","O0550_RS24000",0
"51273","O0550_RS24145",0
"51274","O0550_RS24250",0
"51275","O0550_RS24275",0
"51276","O0550_RS24320",0
"51277","O0550_RS24315",0
"51278","O0550_RS24285",0
"51279","KUL93_RS11065",0
"51280","DQG18_RS15740",0
"51281","VNE01S_RS18725",0
"51282","F9929_RS23715",0
"51283","BLR82_RS20505",0
"51284","BLR82_RS20485",0
"51285","BLR82_RS10630",0
"51286","BLR82_RS13955",0
"51287","BLR82_RS15470",0
"51288","BLR82_RS15475",0
"51289","BLR82_RS16595",0
"51290","BLR82_RS19750",0
"51291","MSP7336_RS12645",0
"51292","MSP7336_RS17825",0
"51293","JOF45_RS00005",0
"51294","JOF45_RS04010",0
"51295","QQJ93_RS01115",0
"51296","QQJ93_RS15820",0
"51297","VCA1004_RS00320",0
"51298","VCA1004_RS00400",0
"51299","VCA1004_RS00560",0
"51300","VCA1004_RS00590",0
"51301","VCA1004_RS02500",0
"51302","VCA1004_RS09815",0
"51303","VCA1004_RS11075",0
"51304","HMJ39_RS10090",0
"51305","HMJ39_RS13840",0
"51306","HMJ39_RS05035",0
"51307","HMJ39_RS18765",0
"51308","MWH28_RS01255",0
"51309","AAV35_RS04185",0
"51310","AAV35_RS10020",0
"51311","AAV35_RS11770",0
"51312","AAV35_RS12560",0
"51313","AAV35_RS13365",0
"51314","AAV35_RS13425",0
"51315","AAV35_RS13660",0
"51316","OHL19_RS22085",0
"51317","MUN89_RS00870",0
"51318","MUN89_RS01320",0
"51319","MUN89_RS01380",0
"51320","MUN89_RS01660",0
"51321","MUN89_RS09360",0
"51322","MUN89_RS17395",0
"51323","MUN89_RS21285",0
"51324","RJ41_RS14515",0
"51325","OU694_RS16335",0
"51326","P2W83_RS00005",0
"51327","P2W83_RS10585",0
"51328","P2W83_RS18650",0
"51329","B5X60_RS17960",0
"51330","ARADI_RS00005",0
"51331","ARADI_RS09995",0
"51332","ARADI_RS12200",0
"51333","ARADI_RS15010",0
"51334","ARADI_RS15765",0
"51335","CVP04_RS00410",0
"51336","ATE40_RS00925",0
"51337","ATE40_RS16030",0
"51338","ATE40_RS18915",0
"51339","ATE40_RS20090",0
"51340","ATE40_RS22060",0
"51341","ATE40_RS22250",0
"51342","VZL07_RS00030",0
"51343","VZL07_RS13655",0
"51344","VZL07_RS16015",0
"51345","UAJ10_RS03570",0
"51346","UAJ10_RS05210",0
"51347","UAJ10_RS08845",0
"51348","UAJ10_RS13150",0
"51349","UAJ10_RS20240",0
"51350","EES38_RS21835",0
"51351","EES38_RS21865",0
"51352","EES38_RS22045",0
"51353","EES38_RS22050",0
"51354","EES38_RS21595",0
"51355","ACWGVD_RS00845",0
"51356","ACWGVD_RS03660",0
"51357","ACWGVD_RS19180",0
"51358","ACWGVD_RS23675",0
"51359","ACWGVD_RS25530",0
"51360","ALLST_RS09615",0
"51361","ALLST_RS09735",0
"51362","ALLST_RS09775",0
"51363","ALLST_RS09905",0
"51364","ALLST_RS09985",0
"51365","ALLST_RS0107455",0
"51366","ALLST_RS0109055",0
"51367","PZ739_RS00685",0
"51368","PZ739_RS00700",0
"51369","PZ739_RS02245",0
"51370","PZ739_RS03110",0
"51371","PZ739_RS08770",0
"51372","PZ739_RS21930",0
"51373","PZ739_RS24050",0
"51374","KQJ23_RS23525",0
"51375","KQJ23_RS23575",0
"51376","KQJ23_RS23590",0
"51377","JTJ32_RS04675",0
"51378","JTJ32_RS26255",0
"51379","JTJ32_RS26275",0
"51380","K9M52_RS06705",0
"51381","K9M52_RS11815",0
"51382","K9M52_RS11860",0
"51383","ON37_RS05825",0
"51384","LOX96_RS17455",0
"51385","FGL41_RS00570",0
"51386","FGL41_RS03585",0
"51387","FGL41_RS05720",0
"51388","FGL41_RS17930",0
"51389","FGL41_RS26645",0
"51390","FGL41_RS27195",0
"51391","FGL41_RS28585",0
"51392","BLT50_RS18650",0
"51393","DCO60_RS00095",0
"51394","DCO60_RS01735",0
"51395","KHC19_RS10640",0
"51396","ALIPUT_RS09880",0
"51397","ALIPUT_RS08720",0
"51398","LM596_RS01640",0
"51399","LM596_RS02445",0
"51400","LM596_RS02780",0
"51401","LM596_RS08335",0
"51402","LM596_RS09090",0
"51403","LM596_RS11385",0
"51404","CA13_RS24695",0
"51405","OPR50_RS01985",0
"51406","A3SI_RS08075",0
"51407","A3SI_RS12515",0
"51408","A3SI_RS13245",0
"51409","H8F22_RS33005",0
"51410","ACKTTY_RS02135",0
"51411","ACKTTY_RS05140",0
"51412","ACKTTY_RS08580",0
"51413","ACKTTY_RS11225",0
"51414","ACKTTY_RS13215",0
"51415","ACFPN1_RS12975",0
"51416","ACFPN1_RS15905",0
"51417","ACFPN1_RS16030",0
"51418","IEX99_RS22085",0
"51419","FYJ58_RS14605",0
"51420","CH339_RS13270",0
"51421","BM099_RS20215",0
"51422","EL339_RS08000",0
"51423","EL339_RS20350",0
"51424","EL339_RS25840",0
"51425","EL339_RS25855",0
"51426","J2S25_RS05215",0
"51427","J2S25_RS10455",0
"51428","J2S25_RS16205",0
"51429","J2S25_RS19985",0
"51430","MW898_RS15820",0
"51431","HMJ38_RS24885",0
"51432","HMJ38_RS25170",0
"51433","E1O70_RS19690",0
"51434","O0R46_RS00450",0
"51435","O0R46_RS00735",0
"51436","O0R46_RS00780",0
"51437","O0R46_RS06940",0
"51438","O0R46_RS08885",0
"51439","E0946_RS04385",0
"51440","H8274_RS05835",0
"51441","H8274_RS07680",0
"51442","H8274_RS08065",0
"51443","M4486_RS01120",0
"51444","M4486_RS06920",0
"51445","M4486_RS12000",0
"51446","ABD690_RS13445",0
"51447","VITFI_RS02940",0
"51448","VITFI_RS02965",0
"51449","IW249_RS02580",0
"51450","IW249_RS08350",0
"51451","IW249_RS21285",0
"51452","HB912_RS13120",0
"51453","C2L80_RS13220",0
"51454","ECAJ_RS00995",0
"51455","FOC79_RS03980",0
"51456","FOC79_RS04670",0
"51457","FOC79_RS05530",0
"51458","FOC79_RS06060",0
"51459","WMO17_RS04055",0
"51460","WMO17_RS13085",0
"51461","WMO17_RS13125",0
"51462","WMO17_RS13130",0
"51463","ACQVV1_RS24180",0
"51464","D2V07_RS11015",0
"51465","MAF45_RS00005",0
"51466","MAF45_RS11190",0
"51467","MAF45_RS06290",0
"51468","BN100_RS11690",0
"51469","QZH45_RS01685",0
"51470","QZH45_RS04290",0
"51471","QZH45_RS20740",0
"51472","QZH45_RS25540",0
"51473","QZH45_RS27315",0
"51474","NH14_RS30395",0
"51475","NH14_RS00010",0
"51476","CGZ91_RS07720",0
"51477","ABM313_RS19330",0
"51478","ABM313_RS22930",0
"51479","L1028_RS14445",0
"51480","L1028_RS20675",0
"51481","L1028_RS23390",0
"51482","L1028_RS23800",0
"51483","L1028_RS26215",0
"51484","L1028_RS28855",0
"51485","QOZ98_RS07965",0
"51486","QOZ98_RS11675",0
"51487","QOZ98_RS18895",0
"51488","CWD77_RS12845",0
"51489","BW980_RS22035",0
"51490","SBG_RS01200",0
"51491","SBG_RS12225",0
"51492","SBG_RS15625",0
"51493","SBG_RS17885",0
"51494","SBG_RS18330",0
"51495","SBG_RS18895",0
"51496","SBG_RS19095",0
"51497","OB_RS00470",0
"51498","OB_RS00530",0
"51499","OB_RS00590",0
"51500","OB_RS01165",0
"51501","OB_RS03490",0
"51502","OB_RS04825",0
"51503","OB_RS11855",0
"51504","ABS648_RS03615",0
"51505","ABS648_RS20575",0
"51506","ABS648_RS26240",0
"51507","ABS648_RS29745",0
"51508","Pan161_RS13165",0
"51509","Pan161_RS23180",0
"51510","K2F47_RS10130",0
"51511","K2F47_RS38600",0
"51512","K2F47_RS19870",0
"51513","K2F47_RS28985",0
"51514","QTN47_RS24215",0
"51515","EWM63_RS00715",0
"51516","EWM63_RS05290",0
"51517","EWM63_RS09165",0
"51518","EWM63_RS09295",0
"51519","EWM63_RS09330",0
"51520","EWM63_RS14540",0
"51521","EWM63_RS14590",0
"51522","EWM63_RS14625",0
"51523","V2H41_RS13910",0
"51524","V2H41_RS02705",0
"51525","E2R65_RS19455",0
"51526","CCA01S_RS15010",0
"51527","CYTFE_RS0108520",0
"51528","CYTFE_RS0111165",0
"51529","CYTFE_RS0114355",0
"51530","CYTFE_RS0120410",0
"51531","CYTFE_RS0120845",0
"51532","TY10_RS28430",0
"51533","P3L47_RS00235",0
"51534","P3L47_RS01565",0
"51535","P3L47_RS02360",0
"51536","P3L47_RS07605",0
"51537","P3L47_RS07630",0
"51538","P3L47_RS13085",0
"51539","P3L47_RS22045",0
"51540","VPR01S_RS21790",0
"51541","VPR01S_RS21405",0
"51542","VPR01S_RS21135",0
"51543","CSING_RS04060",0
"51544","CSING_RS07155",0
"51545","CSING_RS10745",0
"51546","CSING_RS12380",0
"51547","D3874_RS04070",0
"51548","D3874_RS24865",0
"51549","D3874_RS32585",0
"51550","D3874_RS27500",0
"51551","GH741_RS19685",0
"51552","GH741_RS19705",0
"51553","GH741_RS20730",0
"51554","GH741_RS21485",0
"51555","GH741_RS22490",0
"51556","F0361_RS18580",0
"51557","NITAL_RS17080",0
"51558","PFY09_RS07865",0
"51559","PFY09_RS07890",0
"51560","PFY09_RS11025",0
"51561","PFY09_RS11050",0
"51562","PFY09_RS16180",0
"51563","PFY09_RS16205",0
"51564","DSM26151_RS01645",0
"51565","DSM26151_RS06175",0
"51566","DSM26151_RS10550",0
"51567","IEW87_RS14930",0
"51568","ODE01S_RS12090",0
"51569","JK358_RS38655",0
"51570","JK358_RS38795",0
"51571","IV454_RS05940",0
"51572","IV454_RS05975",0
"51573","IV454_RS06030",0
"51574","IV454_RS12290",0
"51575","IV454_RS12365",0
"51576","IV454_RS12405",0
"51577","IV454_RS12560",0
"51578","BUR17_RS20520",0
"51579","OPR60_RS03380",0
"51580","V6N00_RS17135",0
"51581","LQ327_RS33465",0
"51582","ABD022_RS14795",0
"51583","ABD022_RS14815",0
"51584","IEX27_RS20875",0
"51585","HS968_RS10960",0
"51586","HS968_RS20670",0
"51587","HS968_RS22295",0
"51588","HS968_RS25000",0
"51589","E1181_RS30890",0
"51590","FYJ73_RS15635",0
"51591","FYJ73_RS07710",0
"51592","FYJ73_RS08165",0
"51593","B0H98_RS09405",0
"51594","B0H98_RS11795",0
"51595","AS180_RS08315",0
"51596","AS180_RS13550",0
"51597","AS180_RS17110",0
"51598","AS180_RS18530",0
"51599","AS180_RS19645",0
"51600","AS180_RS23375",0
"51601","AS180_RS20690",0
"51602","IEQ44_RS15685",0
"51603","IEQ44_RS15395",0
"51604","MLBD4_RS01570",0
"51605","MLBD4_RS02320",0
"51606","HNV03_RS00870",0
"51607","HNV03_RS01265",0
"51608","HNV03_RS03710",0
"51609","HNV03_RS07395",0
"51610","HNV03_RS09895",0
"51611","HNV03_RS11725",0
"51612","HNV03_RS12910",0
"51613","BBB02_RS03415",0
"51614","GHC21_RS02315",0
"51615","GHC21_RS05490",0
"51616","GHC21_RS17485",0
"51617","GHC21_RS18960",0
"51618","GHC21_RS20435",0
"51619","GHC21_RS20640",0
"51620","GHC21_RS21090",0
"51621","GHC21_RS21560",0
"51622","NKOR_RS05635",0
"51623","DRI82_RS22205",0
"51624","DRI82_RS23695",0
"51625","DRI82_RS13585",0
"51626","JWYL7_RS00045",0
"51627","JWYL7_RS00070",0
"51628","JWYL7_RS00500",0
"51629","JWYL7_RS00630",0
"51630","JWYL7_RS02225",0
"51631","JWYL7_RS07910",0
"51632","JWYL7_RS08705",0
"51633","JWYL7_RS09315",0
"51634","JWYL7_RS09445",0
"51635","JWYL7_RS09740",0
"51636","JWYL7_RS09765",0
"51637","JWYL7_RS10035",0
"51638","HU727_RS25435",0
"51639","ACYVNW_RS16540",0
"51640","ACYVNW_RS18450",0
"51641","K0O62_RS17010",0
"51642","K0O62_RS21100",0
"51643","BLR41_RS18040",0
"51644","BLR41_RS20810",0
"51645","BLR41_RS22280",0
"51646","R6Y96_RS08825",0
"51647","C1631_RS23670",0
"51648","C1631_RS23710",0
"51649","C1631_RS23045",0
"51650","C1631_RS23730",0
"51651","C1631_RS23745",0
"51652","C1631_RS23755",0
"51653","C1631_RS23765",0
"51654","C1631_RS23770",0
"51655","C1631_RS23560",0
"51656","C1631_RS23600",0
"51657","ABM34_RS04220",0
"51658","ABM34_RS04680",0
"51659","ABM34_RS08880",0
"51660","BLP81_RS10695",0
"51661","BLP81_RS12570",0
"51662","BLP81_RS13095",0
"51663","H9Q19_RS01740",0
"51664","MFEM64YM_RS03100",0
"51665","MFEM64YM_RS03555",0
"51666","ABCS64_RS05720",0
"51667","ABCS64_RS08550",0
"51668","B6K90_RS21870",0
"51669","B6K90_RS22675",0
"51670","WLY71_RS30250",0
"51671","GBAA_RS00045",0
"51672","GBAA_RS00160",0
"51673","GBAA_RS00445",0
"51674","GBAA_RS00830",0
"51675","GBAA_RS01445",0
"51676","GBAA_RS01540",0
"51677","GBAA_RS01590",0
"51678","GBAA_RS01630",0
"51679","GBAA_RS02900",0
"51680","GBAA_RS03890",0
"51681","GBAA_RS25010",0
"51682","AABA78_RS38750",0
"51683","AABA78_RS38880",0
"51684","AABA78_RS39250",0
"51685","AABA78_RS39130",0
"51686","ACKPCT_RS16930",0
"51687","ACKPCT_RS18145",0
"51688","ACKPCT_RS19415",0
"51689","ACKPCT_RS21165",0
"51690","JM47_RS00595",0
"51691","JM47_RS01775",0
"51692","GA0070616_RS06460",0
"51693","GA0070616_RS11345",0
"51694","GA0070616_RS23860",0
"51695","GGD89_RS19130",0
"51696","JHX88_RS18340",0
"51697","JHX88_RS19960",0
"51698","RCC89_RS02690",0
"51699","RCC89_RS17010",0
"51700","RCC89_RS17035",0
"51701","RCC89_RS21030",0
"51702","RCC89_RS21080",0
"51703","JWS13_RS21345",0
"51704","JWS13_RS23400",0
"51705","JWS13_RS38615",0
"51706","JWS13_RS41515",0
"51707","FLP15_RS00150",0
"51708","FLP15_RS01400",0
"51709","FLP15_RS01620",0
"51710","FLP15_RS02360",0
"51711","FLP15_RS02490",0
"51712","FLP15_RS05305",0
"51713","ACZ5GB_RS05935",0
"51714","LDO29_RS13740",0
"51715","LDO29_RS26390",0
"51716","LDO29_RS28030",0
"51717","LDO29_RS28090",0
"51718","M5E07_RS00065",0
"51719","M5E07_RS02110",0
"51720","M5E07_RS02995",0
"51721","M5E07_RS07685",0
"51722","M5E07_RS13345",0
"51723","M5E07_RS15320",0
"51724","M5E07_RS16130",0
"51725","H538_RS0120360",0
"51726","H538_RS0113590",0
"51727","H538_RS0113595",0
"51728","H538_RS0115830",0
"51729","H538_RS0117125",0
"51730","H538_RS0117485",0
"51731","D0901_RS00105",0
"51732","D0901_RS14060",0
"51733","D0901_RS14380",0
"51734","D0901_RS19360",0
"51735","D0901_RS20735",0
"51736","D0901_RS20770",0
"51737","BMZ92_RS36525",0
"51738","RCAP_RS00745",0
"51739","RCAP_RS04595",0
"51740","RCAP_RS06950",0
"51741","RCAP_RS16715",0
"51742","J2S19_RS14310",0
"51743","J2S19_RS15855",0
"51744","J2S19_RS21265",0
"51745","J2S19_RS21835",0
"51746","J2S19_RS23595",0
"51747","PATMI_RS0111685",0
"51748","JMA39_RS16935",0
"51749","JMA39_RS19635",0
"51750","JMA39_RS19640",0
"51751","JMA39_RS20040",0
"51752","JMA39_RS20645",0
"51753","JMA39_RS21085",0
"51754","JMA39_RS21090",0
"51755","JMA39_RS21115",0
"51756","JMA39_RS21120",0
"51757","JMA39_RS07840",0
"51758","JMA39_RS14110",0
"51759","JMA39_RS15130",0
"51760","ACQ4W4_RS25945",0
"51761","ACQ4W4_RS26495",0
"51762","ACQ4W4_RS27200",0
